#,Latency steering,Period steering,Latency velocity,Period velocity
695,-1,-1,2.15e+11,1e+08
696,2.1505e+11,1.5e+08,-1,-1
697,-1,-1,2.16e+11,5e+07
698,2.16e+11,0,-1,-1
699,-1,-1,2.16e+11,1e+08
700,2.16e+11,1e+08,-1,-1
701,-1,-1,2.16e+11,5e+07
702,2.16e+11,5e+07,-1,-1
703,-1,-1,2.16e+11,1e+08
704,2.16e+11,1e+08,-1,-1
705,-1,-1,2.16e+11,5e+07
706,2.16e+11,5e+07,-1,-1
707,-1,-1,2.16e+11,1e+08
708,2.16e+11,1e+08,-1,-1
709,-1,-1,2.16e+11,5e+07
710,2.16e+11,5e+07,-1,-1
711,-1,-1,2.1605e+11,1.5e+08
712,2.1605e+11,1.5e+08,-1,-1
713,-1,-1,2.16e+11,0
714,2.16e+11,0,-1,-1
715,-1,-1,2.1605e+11,1.5e+08
716,2.1605e+11,1.5e+08,-1,-1
717,-1,-1,2.16e+11,0
718,2.16e+11,0,-1,-1
719,-1,-1,2.16e+11,1e+08
720,2.1605e+11,1.5e+08,-1,-1
721,-1,-1,2.16e+11,5e+07
722,2.16e+11,0,-1,-1
723,-1,-1,2.17e+11,1.5e+08
724,2.17e+11,1.5e+08,-1,-1
725,-1,-1,2.1705e+11,5e+07
726,2.1705e+11,5e+07,-1,-1
727,-1,-1,2.17e+11,1e+08
728,2.17e+11,1e+08,-1,-1
729,-1,-1,2.17e+11,1e+08
730,2.17e+11,1e+08,-1,-1
731,-1,-1,2.17e+11,5e+07
732,2.17e+11,5e+07,-1,-1
733,-1,-1,2.17e+11,1e+08
734,2.17e+11,1e+08,-1,-1
735,-1,-1,2.17e+11,5e+07
736,2.17e+11,5e+07,-1,-1
737,-1,-1,2.17e+11,1e+08
738,2.17e+11,1e+08,-1,-1
739,-1,-1,2.17e+11,5e+07
740,2.17e+11,5e+07,-1,-1
741,-1,-1,2.17e+11,1e+08
742,2.1705e+11,1.5e+08,-1,-1
743,-1,-1,2.17e+11,5e+07
744,2.17e+11,0,-1,-1
745,-1,-1,2.1705e+11,1.5e+08
746,2.1705e+11,1.5e+08,-1,-1
747,-1,-1,2.17e+11,0
748,2.17e+11,0,-1,-1
749,-1,-1,2.1805e+11,1.5e+08
750,2.1805e+11,1.5e+08,-1,-1
751,-1,-1,2.18e+11,0
752,2.18e+11,0,-1,-1
753,-1,-1,2.18e+11,1e+08
754,2.18e+11,1e+08,-1,-1
755,-1,-1,2.18e+11,5e+07
756,2.18e+11,5e+07,-1,-1
757,-1,-1,2.18e+11,1e+08
758,2.18e+11,1e+08,-1,-1
759,-1,-1,2.18e+11,5e+07
760,2.18e+11,5e+07,-1,-1
761,-1,-1,2.18e+11,1e+08
762,2.18e+11,1e+08,-1,-1
763,-1,-1,2.18e+11,5e+07
764,2.18e+11,5e+07,-1,-1
765,-1,-1,2.18e+11,1e+08
766,2.1805e+11,1.5e+08,-1,-1
767,-1,-1,2.18e+11,5e+07
768,2.18e+11,0,-1,-1
769,-1,-1,2.18e+11,1e+08
770,2.18e+11,1e+08,-1,-1
771,-1,-1,2.18e+11,5e+07
772,2.18e+11,5e+07,-1,-1
773,-1,-1,2.18e+11,1e+08
774,2.18e+11,1e+08,-1,-1
775,-1,-1,2.19e+11,5e+07
776,2.19e+11,5e+07,-1,-1
777,-1,-1,2.19e+11,1e+08
778,2.19e+11,1e+08,-1,-1
779,-1,-1,2.19e+11,5e+07
780,2.19e+11,5e+07,-1,-1
781,-1,-1,2.19e+11,1e+08
782,2.19e+11,1e+08,-1,-1
783,-1,-1,2.19e+11,5e+07
784,2.19e+11,5e+07,-1,-1
785,-1,-1,2.19e+11,1e+08
786,2.19e+11,1e+08,-1,-1
787,-1,-1,2.19e+11,5e+07
788,2.19e+11,5e+07,-1,-1
789,-1,-1,2.19e+11,1e+08
790,2.19e+11,1e+08,-1,-1
791,-1,-1,2.19e+11,5e+07
792,2.19e+11,5e+07,-1,-1
793,-1,-1,2.19e+11,1e+08
794,2.19e+11,1e+08,-1,-1
795,-1,-1,2.19e+11,5e+07
796,2.19e+11,5e+07,-1,-1
797,-1,-1,2.19e+11,1e+08
798,2.19e+11,1e+08,-1,-1
799,-1,-1,2.19e+11,5e+07
800,2.19e+11,5e+07,-1,-1
801,-1,-1,2.2e+11,1e+08
802,2.2e+11,1e+08,-1,-1
803,-1,-1,2.2e+11,5e+07
804,2.2e+11,5e+07,-1,-1
805,-1,-1,2.2e+11,1e+08
806,2.2e+11,1e+08,-1,-1
807,-1,-1,2.2e+11,5e+07
808,2.2e+11,5e+07,-1,-1
809,-1,-1,2.2e+11,1e+08
810,2.2e+11,1e+08,-1,-1
811,-1,-1,2.2005e+11,5e+07
812,2.2005e+11,5e+07,-1,-1
813,-1,-1,2.2005e+11,1e+08
814,2.2005e+11,1e+08,-1,-1
815,-1,-1,2.2e+11,1e+08
816,2.2e+11,1e+08,-1,-1
817,-1,-1,2.2e+11,5e+07
818,2.2e+11,5e+07,-1,-1
819,-1,-1,2.2e+11,1e+08
820,2.2e+11,1e+08,-1,-1
821,-1,-1,2.2e+11,5e+07
822,2.2e+11,5e+07,-1,-1
823,-1,-1,2.2e+11,1e+08
824,2.2e+11,1e+08,-1,-1
825,-1,-1,2.2e+11,1e+08
826,2.2e+11,1e+08,-1,-1
827,-1,-1,2.21e+11,5e+07
828,2.21e+11,5e+07,-1,-1
829,-1,-1,2.21e+11,1e+08
830,2.21e+11,1e+08,-1,-1
831,-1,-1,2.21e+11,5e+07
832,2.21e+11,5e+07,-1,-1
833,-1,-1,2.2105e+11,1.5e+08
834,2.2105e+11,1.5e+08,-1,-1
835,-1,-1,2.21e+11,0
836,2.21e+11,0,-1,-1
837,-1,-1,2.21e+11,1e+08
838,2.21e+11,1e+08,-1,-1
839,-1,-1,2.21e+11,5e+07
840,2.2105e+11,1e+08,-1,-1
841,-1,-1,2.2105e+11,1.5e+08
842,2.2105e+11,1e+08,-1,-1
843,-1,-1,2.21e+11,0
844,2.21e+11,0,-1,-1
845,-1,-1,2.2105e+11,1.5e+08
846,2.2105e+11,1.5e+08,-1,-1
847,-1,-1,2.21e+11,0
848,2.21e+11,0,-1,-1
849,-1,-1,2.2105e+11,1.5e+08
850,2.2105e+11,1.5e+08,-1,-1
851,-1,-1,2.21e+11,0
852,2.21e+11,0,-1,-1
853,-1,-1,2.22e+11,1.5e+08
854,2.22e+11,1.5e+08,-1,-1
855,-1,-1,2.22e+11,5e+07
856,2.22e+11,5e+07,-1,-1
857,-1,-1,2.22e+11,5e+07
858,2.2205e+11,1e+08,-1,-1
859,-1,-1,2.2205e+11,1.5e+08
860,2.2205e+11,1e+08,-1,-1
861,-1,-1,2.22e+11,5e+07
862,2.22e+11,5e+07,-1,-1
863,-1,-1,2.22e+11,1e+08
864,2.22e+11,1e+08,-1,-1
865,-1,-1,2.22e+11,5e+07
866,2.22e+11,5e+07,-1,-1
867,-1,-1,2.22e+11,1e+08
868,2.22e+11,1e+08,-1,-1
869,-1,-1,2.22e+11,5e+07
870,2.22e+11,5e+07,-1,-1
871,-1,-1,2.22e+11,1e+08
872,2.22e+11,1e+08,-1,-1
873,-1,-1,2.22e+11,5e+07
874,2.22e+11,5e+07,-1,-1
875,-1,-1,2.22e+11,1e+08
876,2.22e+11,1e+08,-1,-1
877,-1,-1,2.22e+11,5e+07
878,2.22e+11,5e+07,-1,-1
879,-1,-1,2.23e+11,1e+08
880,2.23e+11,1e+08,-1,-1
881,-1,-1,2.23e+11,5e+07
882,2.23e+11,5e+07,-1,-1
883,-1,-1,2.23e+11,1e+08
884,2.23e+11,1e+08,-1,-1
885,-1,-1,2.23e+11,5e+07
886,2.23e+11,5e+07,-1,-1
887,-1,-1,2.23e+11,1e+08
888,2.23e+11,1e+08,-1,-1
889,-1,-1,2.23e+11,1.5e+08
890,2.23e+11,1.5e+08,-1,-1
891,-1,-1,2.23e+11,5e+07
892,2.23e+11,5e+07,-1,-1
893,-1,-1,2.23e+11,5e+07
894,2.23e+11,5e+07,-1,-1
895,-1,-1,2.23e+11,5e+07
896,2.23e+11,5e+07,-1,-1
897,-1,-1,2.23e+11,5e+07
898,2.23e+11,5e+07,-1,-1
899,-1,-1,2.23e+11,5e+07
900,2.23e+11,5e+07,-1,-1
901,-1,-1,2.23e+11,5e+07
902,2.23e+11,5e+07,-1,-1
903,-1,-1,2.23e+11,5e+07
904,2.23e+11,5e+07,-1,-1
905,-1,-1,2.23e+11,5e+07
906,2.23e+11,5e+07,-1,-1
907,-1,-1,2.23e+11,5e+07
908,2.23e+11,5e+07,-1,-1
909,-1,-1,2.24e+11,5e+07
910,2.2405e+11,1e+08,-1,-1
911,-1,-1,2.24e+11,5e+07
912,2.24e+11,0,-1,-1
913,-1,-1,2.24e+11,1e+08
914,2.24e+11,1e+08,-1,-1
915,-1,-1,2.24e+11,0
916,2.24e+11,0,-1,-1
917,-1,-1,2.24e+11,1e+08
918,2.24e+11,1e+08,-1,-1
919,-1,-1,2.24e+11,5e+07
920,2.24e+11,5e+07,-1,-1
921,-1,-1,2.24e+11,5e+07
922,2.24e+11,5e+07,-1,-1
923,-1,-1,2.24e+11,5e+07
924,2.24e+11,5e+07,-1,-1
925,-1,-1,2.24e+11,5e+07
926,2.24e+11,5e+07,-1,-1
927,-1,-1,2.24e+11,5e+07
928,2.24e+11,5e+07,-1,-1
929,-1,-1,2.24e+11,5e+07
930,2.24e+11,5e+07,-1,-1
931,-1,-1,2.24e+11,5e+07
932,2.24e+11,5e+07,-1,-1
933,-1,-1,2.24e+11,1e+08
934,2.24e+11,1e+08,-1,-1
935,-1,-1,2.2405e+11,1e+08
936,2.2405e+11,1e+08,-1,-1
937,-1,-1,2.24e+11,5e+07
938,2.2405e+11,1e+08,-1,-1
939,-1,-1,2.24e+11,5e+07
940,2.24e+11,0,-1,-1
941,-1,-1,2.24e+11,5e+07
942,2.24e+11,5e+07,-1,-1
943,-1,-1,2.25e+11,1e+08
944,2.25e+11,1e+08,-1,-1
945,-1,-1,2.2505e+11,1.5e+08
946,2.2505e+11,1.5e+08,-1,-1
947,-1,-1,2.25e+11,5e+07
948,2.25e+11,5e+07,-1,-1
949,-1,-1,2.25e+11,1e+08
950,2.2505e+11,1.5e+08,-1,-1
951,-1,-1,2.25e+11,1e+08
952,2.25e+11,5e+07,-1,-1
953,-1,-1,2.25e+11,1e+08
954,2.25e+11,1e+08,-1,-1
955,-1,-1,2.25e+11,5e+07
956,2.25e+11,5e+07,-1,-1
957,-1,-1,2.25e+11,5e+07
958,2.25e+11,5e+07,-1,-1
959,-1,-1,2.25e+11,1e+08
960,2.25e+11,1e+08,-1,-1
961,-1,-1,2.25e+11,0
962,2.25e+11,0,-1,-1
963,-1,-1,2.25e+11,1e+08
964,2.25e+11,1e+08,-1,-1
965,-1,-1,2.2505e+11,1.5e+08
966,2.2505e+11,1.5e+08,-1,-1
967,-1,-1,2.2605e+11,1e+08
968,2.2605e+11,1e+08,-1,-1
969,-1,-1,2.26e+11,1e+08
970,2.26e+11,1e+08,-1,-1
971,-1,-1,2.2605e+11,5e+07
972,2.2605e+11,5e+07,-1,-1
973,-1,-1,2.26e+11,5e+07
974,2.26e+11,5e+07,-1,-1
975,-1,-1,2.26e+11,1e+08
976,2.26e+11,1e+08,-1,-1
977,-1,-1,2.26e+11,5e+07
978,2.26e+11,5e+07,-1,-1
979,-1,-1,2.26e+11,1e+08
980,2.26e+11,1e+08,-1,-1
981,-1,-1,2.26e+11,5e+07
982,2.26e+11,5e+07,-1,-1
983,-1,-1,2.26e+11,5e+07
984,2.26e+11,5e+07,-1,-1
985,-1,-1,2.26e+11,5e+07
986,2.26e+11,5e+07,-1,-1
987,-1,-1,2.26e+11,5e+07
988,2.26e+11,5e+07,-1,-1
989,-1,-1,2.26e+11,5e+07
990,2.26e+11,5e+07,-1,-1
991,-1,-1,2.26e+11,5e+07
992,2.26e+11,5e+07,-1,-1
993,-1,-1,2.26e+11,1e+08
994,2.26e+11,1e+08,-1,-1
995,-1,-1,2.2605e+11,5e+07
996,2.2605e+11,5e+07,-1,-1
997,-1,-1,2.27e+11,1e+08
998,2.27e+11,1e+08,-1,-1
999,-1,-1,2.27e+11,1e+08
1000,2.27e+11,1e+08,-1,-1
1001,-1,-1,2.27e+11,0
1002,2.2705e+11,5e+07,-1,-1
1003,-1,-1,2.27e+11,1e+08
1004,2.27e+11,5e+07,-1,-1
1005,-1,-1,2.27e+11,5e+07
1006,2.27e+11,5e+07,-1,-1
1007,-1,-1,2.27e+11,5e+07
1008,2.27e+11,5e+07,-1,-1
1009,-1,-1,2.27e+11,5e+07
1010,2.27e+11,5e+07,-1,-1
1011,-1,-1,2.2705e+11,5e+07
1012,2.2705e+11,5e+07,-1,-1
1013,-1,-1,2.27e+11,5e+07
1014,2.2705e+11,1e+08,-1,-1
1015,-1,-1,2.27e+11,1e+08
1016,2.27e+11,5e+07,-1,-1
1017,-1,-1,2.2705e+11,5e+07
1018,2.2705e+11,5e+07,-1,-1
1019,-1,-1,2.2705e+11,1e+08
1020,2.2705e+11,1e+08,-1,-1
1021,-1,-1,2.27e+11,5e+07
1022,2.2705e+11,1e+08,-1,-1
1023,-1,-1,2.27e+11,1e+08
1024,2.27e+11,5e+07,-1,-1
1025,-1,-1,2.2705e+11,5e+07
1026,2.2705e+11,5e+07,-1,-1
1027,-1,-1,2.28e+11,5e+07
1028,2.28e+11,5e+07,-1,-1
1029,-1,-1,2.2805e+11,1.5e+08
1030,2.2805e+11,1.5e+08,-1,-1
1031,-1,-1,2.28e+11,5e+07
1032,2.2805e+11,1e+08,-1,-1
1033,-1,-1,2.28e+11,1.5e+08
1034,2.28e+11,1e+08,-1,-1
1035,-1,-1,2.28e+11,5e+07
1036,2.28e+11,5e+07,-1,-1
1037,-1,-1,2.28e+11,5e+07
1038,2.28e+11,5e+07,-1,-1
1039,-1,-1,2.28e+11,5e+07
1040,2.28e+11,5e+07,-1,-1
1041,-1,-1,2.28e+11,5e+07
1042,2.28e+11,5e+07,-1,-1
1043,-1,-1,2.28e+11,0
1044,2.28e+11,0,-1,-1
1045,-1,-1,2.28e+11,1e+08
1046,2.28e+11,1e+08,-1,-1
1047,-1,-1,2.28e+11,5e+07
1048,2.28e+11,5e+07,-1,-1
1049,-1,-1,2.28e+11,1e+08
1050,2.28e+11,1e+08,-1,-1
1051,-1,-1,2.28e+11,5e+07
1052,2.28e+11,5e+07,-1,-1
1053,-1,-1,2.28e+11,5e+07
1054,2.2805e+11,1e+08,-1,-1
1055,-1,-1,2.29e+11,1e+08
1056,2.29e+11,5e+07,-1,-1
1057,-1,-1,2.29e+11,1e+08
1058,2.29e+11,1e+08,-1,-1
1059,-1,-1,2.29e+11,5e+07
1060,2.29e+11,5e+07,-1,-1
1061,-1,-1,2.29e+11,5e+07
1062,2.29e+11,5e+07,-1,-1
1063,-1,-1,2.2905e+11,5e+07
1064,2.2905e+11,5e+07,-1,-1
1065,-1,-1,2.2905e+11,1e+08
1066,2.2905e+11,1e+08,-1,-1
1067,-1,-1,2.29e+11,5e+07
1068,2.2905e+11,1e+08,-1,-1
1069,-1,-1,2.29e+11,1e+08
1070,2.29e+11,5e+07,-1,-1
1071,-1,-1,2.2905e+11,5e+07
1072,2.2905e+11,5e+07,-1,-1
1073,-1,-1,2.29e+11,5e+07
1074,2.2905e+11,1e+08,-1,-1
1075,-1,-1,2.29e+11,1e+08
1076,2.29e+11,5e+07,-1,-1
1077,-1,-1,2.2905e+11,5e+07
1078,2.2905e+11,5e+07,-1,-1
1079,-1,-1,2.29e+11,1.5e+08
1080,2.29e+11,1.5e+08,-1,-1
1081,-1,-1,2.3005e+11,1e+08
1082,2.3005e+11,1e+08,-1,-1
1083,-1,-1,2.3e+11,5e+07
1084,2.3e+11,5e+07,-1,-1
1085,-1,-1,2.3005e+11,1.5e+08
1086,2.3005e+11,1.5e+08,-1,-1
1087,-1,-1,2.3e+11,5e+07
1088,2.3e+11,5e+07,-1,-1
1089,-1,-1,2.3005e+11,1.5e+08
1090,2.3005e+11,1.5e+08,-1,-1
1091,-1,-1,2.3e+11,1.5e+08
1092,2.3e+11,1.5e+08,-1,-1
1093,-1,-1,2.3e+11,5e+07
1094,2.3e+11,5e+07,-1,-1
1095,-1,-1,2.3e+11,1e+08
1096,2.3e+11,1e+08,-1,-1
1097,-1,-1,2.3e+11,5e+07
1098,2.3e+11,5e+07,-1,-1
1099,-1,-1,2.3e+11,5e+07
1100,2.3e+11,5e+07,-1,-1
1101,-1,-1,2.3e+11,5e+07
1102,2.3e+11,5e+07,-1,-1
1103,-1,-1,2.3e+11,5e+07
1104,2.3e+11,5e+07,-1,-1
1105,-1,-1,2.31e+11,5e+07
1106,2.31e+11,5e+07,-1,-1
1107,-1,-1,2.31e+11,5e+07
1108,2.31e+11,5e+07,-1,-1
1109,-1,-1,2.31e+11,5e+07
1110,2.31e+11,5e+07,-1,-1
1111,-1,-1,2.31e+11,5e+07
1112,2.31e+11,5e+07,-1,-1
1113,-1,-1,2.31e+11,5e+07
1114,2.31e+11,5e+07,-1,-1
1115,-1,-1,2.31e+11,5e+07
1116,2.31e+11,5e+07,-1,-1
1117,-1,-1,2.31e+11,1e+08
1118,2.31e+11,1e+08,-1,-1
1119,-1,-1,2.31e+11,5e+07
1120,2.31e+11,5e+07,-1,-1
1121,-1,-1,2.31e+11,5e+07
1122,2.31e+11,5e+07,-1,-1
1123,-1,-1,2.3105e+11,5e+07
1124,2.3105e+11,5e+07,-1,-1
1125,-1,-1,2.31e+11,5e+07
1126,2.3105e+11,1e+08,-1,-1
1127,-1,-1,2.31e+11,1e+08
1128,2.31e+11,5e+07,-1,-1
1129,-1,-1,2.31e+11,5e+07
1130,2.31e+11,5e+07,-1,-1
1131,-1,-1,2.31e+11,5e+07
1132,2.31e+11,5e+07,-1,-1
1133,-1,-1,2.31e+11,5e+07
1134,2.31e+11,5e+07,-1,-1
1135,-1,-1,2.31e+11,0
1136,2.3105e+11,5e+07,-1,-1
1137,-1,-1,2.31e+11,1e+08
1138,2.31e+11,5e+07,-1,-1
1139,-1,-1,2.31e+11,5e+07
1140,2.31e+11,5e+07,-1,-1
1141,-1,-1,2.31e+11,0
1142,2.3105e+11,5e+07,-1,-1
1143,-1,-1,2.3205e+11,1e+08
1144,2.3205e+11,5e+07,-1,-1
1145,-1,-1,2.32e+11,1e+08
1146,2.32e+11,1e+08,-1,-1
1147,-1,-1,2.32e+11,1e+08
1148,2.32e+11,1e+08,-1,-1
1149,-1,-1,2.32e+11,5e+07
1150,2.32e+11,5e+07,-1,-1
1151,-1,-1,2.32e+11,5e+07
1152,2.32e+11,5e+07,-1,-1
1153,-1,-1,2.32e+11,5e+07
1154,2.32e+11,5e+07,-1,-1
1155,-1,-1,2.32e+11,5e+07
1156,2.32e+11,5e+07,-1,-1
1157,-1,-1,2.3205e+11,5e+07
1158,2.3205e+11,5e+07,-1,-1
1159,-1,-1,2.3205e+11,1e+08
1160,2.3205e+11,1e+08,-1,-1
1161,-1,-1,2.32e+11,1e+08
1162,2.32e+11,1e+08,-1,-1
1163,-1,-1,2.32e+11,1e+08
1164,2.32e+11,1e+08,-1,-1
1165,-1,-1,2.32e+11,5e+07
1166,2.32e+11,5e+07,-1,-1
1167,-1,-1,2.32e+11,1e+08
1168,2.32e+11,1e+08,-1,-1
1169,-1,-1,2.33e+11,5e+07
1170,2.33e+11,5e+07,-1,-1
1171,-1,-1,2.33e+11,1e+08
1172,2.3305e+11,1.5e+08,-1,-1
1173,-1,-1,2.33e+11,1e+08
1174,2.33e+11,5e+07,-1,-1
1175,-1,-1,2.33e+11,1e+08
1176,2.33e+11,1e+08,-1,-1
1177,-1,-1,2.33e+11,5e+07
1178,2.33e+11,5e+07,-1,-1
1179,-1,-1,2.33e+11,5e+07
1180,2.33e+11,5e+07,-1,-1
1181,-1,-1,2.33e+11,1.5e+08
1182,2.33e+11,1.5e+08,-1,-1
1183,-1,-1,2.33e+11,5e+07
1184,2.33e+11,5e+07,-1,-1
1185,-1,-1,2.33e+11,5e+07
1186,2.33e+11,5e+07,-1,-1
1187,-1,-1,2.3305e+11,5e+07
1188,2.3305e+11,5e+07,-1,-1
1189,-1,-1,2.3305e+11,1e+08
1190,2.3305e+11,1e+08,-1,-1
1191,-1,-1,2.33e+11,5e+07
1192,2.33e+11,5e+07,-1,-1
1193,-1,-1,2.34e+11,1.5e+08
1194,2.34e+11,1.5e+08,-1,-1
1195,-1,-1,2.34e+11,5e+07
1196,2.34e+11,5e+07,-1,-1
1197,-1,-1,2.34e+11,1e+08
1198,2.34e+11,1e+08,-1,-1
1199,-1,-1,2.34e+11,5e+07
1200,2.34e+11,5e+07,-1,-1
1201,-1,-1,2.34e+11,5e+07
1202,2.34e+11,5e+07,-1,-1
1203,-1,-1,2.34e+11,5e+07
1204,2.34e+11,5e+07,-1,-1
1205,-1,-1,2.34e+11,0
1206,2.3405e+11,5e+07,-1,-1
1207,-1,-1,2.34e+11,1e+08
1208,2.34e+11,5e+07,-1,-1
1209,-1,-1,2.34e+11,0
1210,2.3405e+11,5e+07,-1,-1
1211,-1,-1,2.34e+11,1e+08
1212,2.3405e+11,1e+08,-1,-1
1213,-1,-1,2.34e+11,1e+08
1214,2.34e+11,5e+07,-1,-1
1215,-1,-1,2.34e+11,1e+08
1216,2.34e+11,1e+08,-1,-1
1217,-1,-1,2.34e+11,5e+07
1218,2.34e+11,5e+07,-1,-1
1219,-1,-1,2.34e+11,5e+07
1220,2.34e+11,5e+07,-1,-1
1221,-1,-1,2.34e+11,5e+07
1222,2.34e+11,5e+07,-1,-1
1223,-1,-1,2.34e+11,1e+08
1224,2.34e+11,1e+08,-1,-1
1225,-1,-1,2.35e+11,5e+07
1226,2.35e+11,5e+07,-1,-1
1227,-1,-1,2.35e+11,1.5e+08
1228,2.35e+11,1.5e+08,-1,-1
1229,-1,-1,2.3505e+11,5e+07
1230,2.3505e+11,5e+07,-1,-1
1231,-1,-1,2.35e+11,1.5e+08
1232,2.35e+11,1.5e+08,-1,-1
1233,-1,-1,2.35e+11,1.5e+08
1234,2.35e+11,1.5e+08,-1,-1
1235,-1,-1,2.35e+11,5e+07
1236,2.35e+11,5e+07,-1,-1
1237,-1,-1,2.35e+11,1e+08
1238,2.35e+11,1e+08,-1,-1
1239,-1,-1,2.35e+11,1e+08
1240,2.35e+11,1e+08,-1,-1
1241,-1,-1,2.35e+11,5e+07
1242,2.35e+11,5e+07,-1,-1
1243,-1,-1,2.35e+11,1e+08
1244,2.35e+11,1e+08,-1,-1
1245,-1,-1,2.3505e+11,5e+07
1246,2.3505e+11,5e+07,-1,-1
1247,-1,-1,2.36e+11,5e+07
1248,2.36e+11,5e+07,-1,-1
1249,-1,-1,2.3605e+11,1.5e+08
1250,2.3605e+11,1.5e+08,-1,-1
1251,-1,-1,2.36e+11,5e+07
1252,2.36e+11,5e+07,-1,-1
1253,-1,-1,2.36e+11,1.5e+08
1254,2.36e+11,1.5e+08,-1,-1
1255,-1,-1,2.3605e+11,5e+07
1256,2.3605e+11,5e+07,-1,-1
1257,-1,-1,2.36e+11,5e+07
1258,2.3605e+11,1e+08,-1,-1
1259,-1,-1,2.36e+11,1e+08
1260,2.36e+11,5e+07,-1,-1
1261,-1,-1,2.3605e+11,5e+07
1262,2.3605e+11,5e+07,-1,-1
1263,-1,-1,2.36e+11,1e+08
1264,2.36e+11,1e+08,-1,-1
1265,-1,-1,2.36e+11,1e+08
1266,2.36e+11,1e+08,-1,-1
1267,-1,-1,2.36e+11,5e+07
1268,2.36e+11,5e+07,-1,-1
1269,-1,-1,2.36e+11,1e+08
1270,2.36e+11,1e+08,-1,-1
1271,-1,-1,2.37e+11,1e+08
1272,2.37e+11,1e+08,-1,-1
1273,-1,-1,2.37e+11,5e+07
1274,2.37e+11,5e+07,-1,-1
1275,-1,-1,2.37e+11,5e+07
1276,2.37e+11,5e+07,-1,-1
1277,-1,-1,2.37e+11,5e+07
1278,2.37e+11,5e+07,-1,-1
1279,-1,-1,2.37e+11,5e+07
1280,2.3705e+11,1e+08,-1,-1
1281,-1,-1,2.37e+11,1e+08
1282,2.3705e+11,1e+08,-1,-1
1283,-1,-1,2.37e+11,1e+08
1284,2.37e+11,5e+07,-1,-1
1285,-1,-1,2.37e+11,5e+07
1286,2.37e+11,5e+07,-1,-1
1287,-1,-1,2.37e+11,5e+07
1288,2.37e+11,5e+07,-1,-1
1289,-1,-1,2.3705e+11,5e+07
1290,2.3705e+11,5e+07,-1,-1
1291,-1,-1,2.37e+11,5e+07
1292,2.3705e+11,1e+08,-1,-1
1293,-1,-1,2.37e+11,1e+08
1294,2.3705e+11,1e+08,-1,-1
1295,-1,-1,2.37e+11,1e+08
1296,2.37e+11,5e+07,-1,-1
1297,-1,-1,2.37e+11,5e+07
1298,2.37e+11,5e+07,-1,-1
1299,-1,-1,2.37e+11,5e+07
1300,2.37e+11,5e+07,-1,-1
1301,-1,-1,2.38e+11,5e+07
1302,2.38e+11,5e+07,-1,-1
1303,-1,-1,2.38e+11,5e+07
1304,2.38e+11,5e+07,-1,-1
1305,-1,-1,2.3805e+11,5e+07
1306,2.3805e+11,5e+07,-1,-1
1307,-1,-1,2.38e+11,5e+07
1308,2.38e+11,5e+07,-1,-1
1309,-1,-1,2.3805e+11,5e+07
1310,2.3805e+11,5e+07,-1,-1
1311,-1,-1,2.38e+11,5e+07
1312,2.38e+11,5e+07,-1,-1
1313,-1,-1,2.38e+11,1e+08
1314,2.38e+11,1e+08,-1,-1
1315,-1,-1,2.3805e+11,5e+07
1316,2.3805e+11,5e+07,-1,-1
1317,-1,-1,2.38e+11,5e+07
1318,2.3805e+11,1e+08,-1,-1
1319,-1,-1,2.38e+11,1e+08
1320,2.38e+11,5e+07,-1,-1
1321,-1,-1,2.3805e+11,5e+07
1322,2.3805e+11,5e+07,-1,-1
1323,-1,-1,2.38e+11,5e+07
1324,2.38e+11,5e+07,-1,-1
1325,-1,-1,2.38e+11,1.5e+08
1326,2.38e+11,1.5e+08,-1,-1
1327,-1,-1,2.38e+11,0
1328,2.3805e+11,5e+07,-1,-1
1329,-1,-1,2.39e+11,2.5e+08
1330,2.39e+11,2e+08,-1,-1
1331,-1,-1,2.39e+11,5e+07
1332,2.39e+11,5e+07,-1,-1
1333,-1,-1,2.39e+11,1e+08
1334,2.39e+11,1e+08,-1,-1
1335,-1,-1,2.3905e+11,5e+07
1336,2.3905e+11,5e+07,-1,-1
1337,-1,-1,2.39e+11,1e+08
1338,2.39e+11,1e+08,-1,-1
1339,-1,-1,2.39e+11,5e+07
1340,2.39e+11,5e+07,-1,-1
1341,-1,-1,2.3905e+11,1.5e+08
1342,2.3905e+11,1.5e+08,-1,-1
1343,-1,-1,2.39e+11,1.5e+08
1344,2.39e+11,1.5e+08,-1,-1
1345,-1,-1,2.39e+11,5e+07
1346,2.39e+11,5e+07,-1,-1
1347,-1,-1,2.39e+11,1e+08
1348,2.39e+11,1e+08,-1,-1
1349,-1,-1,2.39e+11,5e+07
1350,2.39e+11,5e+07,-1,-1
1351,-1,-1,2.39e+11,5e+07
1352,2.39e+11,5e+07,-1,-1
1353,-1,-1,2.4e+11,5e+07
1354,2.4e+11,5e+07,-1,-1
1355,-1,-1,2.4005e+11,5e+07
1356,2.4005e+11,5e+07,-1,-1
1357,-1,-1,2.4e+11,2e+08
1358,2.4e+11,2e+08,-1,-1
1359,-1,-1,2.4e+11,1e+08
1360,2.4e+11,1e+08,-1,-1
1361,-1,-1,2.4e+11,5e+07
1362,2.4e+11,5e+07,-1,-1
1363,-1,-1,2.4e+11,1.5e+08
1364,2.4e+11,1.5e+08,-1,-1
1365,-1,-1,2.4005e+11,5e+07
1366,2.4005e+11,5e+07,-1,-1
